cif_id,property
mp-780977,220.07820003461552
mp-1520661,148.87712379549447
mp-849336,225.7628977173992
mp-769495,216.1928094887361
mp-684034,821.3175378087607
mp-1175415,118.0
mp-641804,156.74977452827116
mp-1228762,268.0782000346157
mp-1195495,368.9546635134158
mp-1209095,66.03910001730775
mp-1199644,234.1928094887361
mp-769545,176.8771237954945
mp-1228928,170.11730005192317
mp-571593,186.11730005192317
mp-1097420,6.0
mp-769962,48.0
mp-990083,220.76392511682727
mp-1190627,78.04192498931131
mp-767208,240.214991220041
mp-1194179,78.60593781761291
mp-1181555,144.47733175670794
mp-1226478,110.03910001730776
mp-1173534,214.42286534333684
mp-556192,234.41343573651108
mvc-9031,66.43856189774725
mp-774950,325.21187563522614
mp-760136,134.60593781761287
mp-1244876,505.7542475909885
mp-1227365,86.03910001730776
mp-1199424,161.42124551085618
mvc-5322,66.43856189774725
mp-1218804,186.11730005192317
mp-1217357,15.789085298519865
mp-558164,546.4237512704514
mp-849732,57.48686830125578
mp-772615,244.42286534333667
mp-1198931,136.0782000346155
mp-20712,4.0
mp-1180707,118.11730005192322
mp-1177773,48.0
mp-1217836,63.05865002596161
mp-705889,398.8424910217128
mp-1208585,60.10749561002054
mp-555165,92.07820003461548
mp-756163,57.05865002596162
mp-1221189,298.4134357365112
mp-1198818,220.07820003461552
mp-1232162,106.60593781761295
mp-667421,710.826871473022
mp-706627,138.97373660251156
mp-767707,134.60593781761287
mp-707746,232.1928094887361
mp-1235708,28.52932501298081
mp-1173211,106.38196255841366
mp-1217039,62.71062275542813
mp-1018098,6.0
mp-768476,260.0
mp-1174576,88.03910001730776
mvc-8229,156.74977452827116
mp-1519803,51.05865002596162
mvc-1302,132.8771237954945
mp-695648,317.97478424385605
mp-1236303,53.30296890880648
mp-1175599,160.0
mp-1284324,78.10749561002056
mp-758541,218.4134357365112
mp-743270,281.9474732050232
mp-754429,31.30296890880645
mp-1223487,247.13338933483527
mp-1201093,635.9495684877121
mp-996940,13.709505944546688
mp-780655,208.0838499786226
mp-1203859,406.2667786696707
mp-1101700,232.1928094887361
mp-764581,222.07820003461543
mp-684710,106.60593781761295
mp-777233,106.60593781761295
mp-9718,23.019550008653876
mp-753796,96.21143267166842
mp-1246363,66.03910001730776
mp-541291,106.60593781761295
mp-776390,122.60593781761293
mp-1199822,665.8600237553162
mp-38008,31.30296890880645
mp-1255465,50.43856189774725
mp-779758,122.97373660251156
mp-1218562,86.0964047443681
mp-540530,62.71062275542814
mvc-2286,74.43856189774723
mp-1219664,38.49022499567306
mp-775018,156.07820003461555
mp-775628,568.4299824400829
mp-559188,56.10749561002054
mp-673645,147.20671786825557
mp-779360,86.03910001730776
mp-31081,24.10571633583419
mp-1193610,82.60593781761291
mp-1078000,13.651484454403224
mp-1272557,88.03910001730776
mp-1209033,132.8771237954945
mp-775820,212.87712379549453
mp-1221809,46.603358934127776
mp-1203087,133.52490559307378
mp-1173874,374.2346001038463
mp-9270,19.019550008653876
mp-754854,80.71062275542809
mp-1232156,70.60593781761291
mp-1205610,19.219280948873624
mp-540894,277.9474732050232
mp-850986,122.60593781761293
mvc-5221,208.477331756708
mp-555418,281.7628977173992
mp-1222447,208.0838499786226
mp-1104298,35.302968908806456
mp-505682,114.11730005192324
mp-754853,38.43856189774725
mp-989641,23.21928094887362
mp-625762,325.21187563522614
mp-31491,7.60964047443681
mp-779885,196.21499122004096
mp-680191,592.845730686674
mp-16785,114.11730005192324
mp-1244883,680.5873848810929
mp-613733,38.05374780501028
mp-1227792,160.0
mp-1040455,24.52932501298081
mp-755048,20.0
mp-754167,69.48686830125578
mp-1208508,281.9474732050232
mp-1245656,9.509775004326936
mp-753064,48.10749561002054
mp-1197612,192.42286534333684
mp-755310,55.05865002596162
mp-555718,8.490224995673064
mp-32533,62.71062275542813
mp-1639651,240.214991220041
mp-22447,64.0
mp-758589,584.2667786696696
mp-38807,136.21499122004107
mp-1177205,568.4299824400829
mp-762852,283.76289771739914
mp-774400,258.7639251168274
mp-1218139,39.302968908806456
mp-1299412,112.0
mp-1239202,106.60593781761295
mp-675943,19.651484454403228
mp-754653,75.05865002596161
mp-1114387,15.709505944546688
mp-1247593,1032.4692002076958
mp-850257,310.7639251168272
mp-18974,38.43856189774725
mp-753655,64.0
mp-667314,208.0838499786226
mp-1209270,96.0
mp-1221141,25.219280948873624
mp-779895,173.21187563522582
mp-1224176,347.0759399123484
mp-1192541,78.60593781761291
mvc-16626,31.30296890880645
mp-1174928,110.03910001730776
mp-24574,256.0
mp-755471,38.43856189774725
mp-1174776,134.60593781761287
mp-769005,132.8771237954945
mp-1192381,62.03910001730775
mp-558951,368.9546635134158
mp-760697,96.60593781761294
mp-1106263,32.0
mp-1093970,6.0
mp-721013,413.9474732050234
mp-1227926,202.41343573651108
mp-772032,172.8771237954945
mp-752937,36.0
mp-777568,490.261373071256
mp-1258369,192.0
mp-752706,186.11730005192317
