,cif_id,property
0,mp-8291,169.0706211837831
1,mp-13660,163.29229011376526
2,mp-555874,182.10991570301834
3,mp-7906,151.5605419779979
4,mp-8751,137.2130399925254
5,mp-2068,158.76527951916026
6,mp-7752,117.76788258702307
7,mp-8277,117.60167903430231
8,mp-998603,246.58438769478772
9,mp-11918,154.5810514733746
10,mp-14039,210.27729841745185
11,mp-23804,105.35716308085429
12,mp-29751,243.59537380192822
13,mp-7421,143.77366236882446
14,mp-14285,242.12491506908128
15,mp-4047,182.53027967208138
16,mp-552547,222.091592416385
17,mp-28797,52.85301601748627
18,mp-28873,102.07447817291268
19,mp-24424,115.84700051790519
20,mp-35015,192.83928554129145
21,mp-487,198.21252781602084
22,mp-754326,82.01690727497893
23,mp-30988,175.80587260611597
24,mp-4651,201.42333681148656
25,mp-5072,113.13023946068198
26,mp-541989,93.40219830909435
27,mp-6686,205.0664169143702
28,mp-13903,169.33572693471723
29,mp-551835,238.3696442751641
30,mp-643257,107.04022889312242
31,mp-866141,84.76986617213889
32,mp-989562,231.6011626594424
33,mp-13031,45.99628587996429
34,mp-2201,49.116344092226996
35,mp-571461,169.71707581921805
36,mp-6459,156.04578747974526
37,mp-9262,194.68105603424164
38,mp-5122,274.36399337899775
39,mp-545544,214.66169542701377
40,mp-568544,121.19884564214709
41,mp-22951,144.20696629481762
42,mp-4763,167.40363197416912
43,mp-9915,119.38114358022766
44,mp-588,164.47432810476852
45,mp-9664,266.02984394518177
46,mp-10572,128.53818769026682
47,mp-11713,138.95524135396968
48,mp-5518,190.4365779753744
49,mp-9244,79.75340010545251
50,mp-9382,82.88074350210914
51,mp-2979,285.9812532754848
52,mp-30004,166.74571418969987
53,mp-3813,161.8873794636737
54,mp-505297,69.84553292113576
55,mp-8098,194.46291662083354
56,mp-961648,55.615394337827645
57,mp-998612,242.4365807995411
58,mp-15704,102.32274532216887
59,mp-553281,213.06076852654314
60,mp-28554,95.89371045355917
61,mp-23231,49.21232365533032
62,mp-9321,163.58395901390026
63,mp-1009792,36.085398284019874
64,mp-10223,231.1762962485389
65,mp-23465,216.65381671278524
66,mp-27193,104.60484511510373
67,mp-569028,217.3815952672749
68,mp-8789,160.9542397604518
69,mp-8882,87.31353187966397
70,mp-1008786,47.99698336181812
71,mp-13277,136.83137337603716
72,mp-23956,108.55998376604472
73,mp-10044,34.27580888134891
74,mp-12779,97.42698233679066
75,mp-15556,235.59152327831004
76,mp-27255,228.15542915106462
77,mp-28243,186.40053412975445
78,mp-2853,40.405349795393306
79,mp-29138,192.55358903187502
80,mp-5479,121.31717536051319
81,mp-2064,48.21680889713522
82,mp-22313,104.1425912538154
83,mp-8217,193.08694691249795
84,mp-978852,79.98769323142649
85,mp-19799,176.50216896906267
86,mp-570256,172.10411992725722
87,mp-573697,49.215640145822675
88,mp-690785,116.02654666613125
89,mp-997041,157.3000230439116
90,mp-9636,168.59969371397182
91,mp-23295,49.008555583081304
92,mp-38970,240.5344163379261
93,mp-754117,129.30741418540757
94,mp-8279,118.16125320215909
95,mp-9385,145.5955731505246
96,mp-9856,289.8487083561515
97,mp-1968,107.84386333112602
98,mp-9361,95.2721747056158
99,mp-9567,119.36610642704076
100,mp-972937,143.43947451017223
101,mp-1009820,36.886494894573225
102,mp-23353,171.11912894874376
103,mp-3486,146.299195975122
104,mp-4782,170.07120417062214
105,mp-961683,50.8591779604431
106,mp-999498,40.76429401091469
107,mp-14006,166.51009354744676
108,mp-867730,260.03524275297946
109,mp-9564,115.96103435356959
110,mp-9692,287.9183275833625
111,mp-989635,183.753546694603
112,mp-12444,185.1244000784548
113,mp-22916,48.593687929330464
114,mp-28266,126.30333814467348
115,mp-7581,68.52575354437056
116,mp-867339,98.68809106471414
117,mp-23067,210.07052645337708
118,mp-15777,168.2942308609817
119,mp-23120,238.48641357418276
120,mp-684,139.7714764633334
121,mp-9844,189.9057988528205
122,mp-1519,48.23421236192247
123,mp-2229,43.160352491952786
124,mp-22937,164.6564484497399
125,mp-989629,180.8971087209494
126,mp-10616,68.99574218344115
127,mp-22851,45.43804328637765
128,mp-22905,45.92877596040198
129,mp-252,41.08024038101211
130,mp-3159,160.45896617645235
131,mp-32616,222.34097437636302
132,mp-4514,199.27744898697762
133,mp-961685,71.33703449783039
134,mp-10219,124.20400863566603
135,mp-22255,195.80350490895484
136,mp-4636,78.70016786049469
137,mp-555410,176.14392783658337
138,mp-567744,293.3230175601338
139,mp-5986,99.97584793230516
140,mp-626724,146.0776065244336
141,mp-66,12.594465717908028
142,mp-827,145.6430949572859
143,mp-4531,166.2601236734341
144,mp-5478,309.16604325146375
145,mp-567652,239.20659934504246
146,mp-753287,86.86874055946805
147,mp-8276,115.64063557186556
148,mp-961682,70.31141989956694
149,mp-5048,186.01938357771476
150,mp-6960,234.74093467381797
151,mp-7938,177.3636661189627
152,mp-7939,186.08298431954168
153,mp-315,70.83024629436783
154,mp-568560,49.54735758801884
155,mp-7808,177.54453441951236
156,mp-27985,128.3069043814523
157,mp-573763,297.43407000841114
158,mp-867168,98.22793212982799
159,mp-999549,45.218878472944326
160,mp-10155,246.61514858952387
161,mp-981,68.05775619933091
162,mp-10336,292.4323487956586
163,mp-11019,155.19834062062782
164,mp-29403,145.67704589844718
165,mp-31002,172.33926905554765
166,mp-581833,73.67833454334652
167,mp-28591,165.4288972147987
168,mp-1190,47.30036558402042
169,mp-13033,46.97051438687027
170,mp-697133,122.39000412422654
171,mp-23222,89.27209167291875
172,mp-30459,70.71798235560662
173,mp-568968,193.74547815849442
174,mp-6059,208.43745537182187
175,mp-644203,83.14389629589532
176,mp-8407,129.3241908026494
177,mp-31212,155.20856990602144
178,mp-3419,259.6849650127845
179,mp-5431,207.1253383605852
180,mp-23197,49.67591479929456
181,mp-2517,281.3797063390111
182,mp-27303,262.7353294579434
183,mp-2961,166.91238940310208
184,mp-5967,68.2494168889643
185,mp-753671,84.30094265162417
186,mp-8257,233.98889788637803
187,mp-1000,49.224292424882215
188,mp-38011,61.37597337839012
189,mp-546011,178.26473455810412
190,mp-9198,180.40399486436823
191,mp-974603,136.3973662262878
192,mp-13868,201.28493780725384
193,mp-634676,123.56802318820792
194,mp-975140,186.8788903122853
195,mp-11265,292.65625109149295
196,mp-14588,239.17172560264322
197,mp-16337,169.20329863199092
198,mp-22583,238.8652254324805
199,mp-22956,165.43022137703397
200,mp-755287,170.70234741564
201,mp-8759,257.5318416654713
